,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 014,(2) MONORAIL CRANES TO ASSIST WITH TABLE PLATEN CHANGEOVER,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,"Electrical Check the trolley, carriage and cable carrier sheaths  ",4000,40 Weeks (280 Days),,,,,,,
,Electrical Check haulage car chains  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 102,(1) RECEIVING AND GLAZING CONVEYOR,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check the brushes on DC motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Check lifting components: pinions, chains, chain attachments, anchorage point weldments  ",2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,Belts Check slide rails and return rollers  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 103,(1) ACCELERATING CONVEYOR,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check the brushes on DC motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,"Chains Check lifting components: pinions, chains, chain attachments, anchorage point weldments  ",2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,Belts Check slide rails and return rollers  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 104,(1) RIGHT ANGLE TRANSFER CONVEYOR,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check air gaps in heavy duty motors  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check the brushes on DC motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 105,(1) CONVEYOR THROUGH I/R DRYING OVEN,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter chains Clean the product transport chains and the slide tracks  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,Gears Clean and lubricate  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiters contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Chains Lubricate transmission, lifting and coupling chains  ",2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,Ball guides Check ball sockets and precision shafts  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 106,(1) EVACUATING PUSHER,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Linings Check the gripper linings used for load handling  ,160,2 Weeks (14 Days),,,,,,,
,Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Linings Check the condition of the Us gripper handling linings  ,2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiters contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check grounding braid on cabinets  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check condition of cable carrier sheaths, check the cables inside them or on the trolleys  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check air gaps on all motors  ,2000,20 Weeks (140 Days),,,,,,,
,Belts Check couplings and condition of transmission belt tensions  ,2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,Belts Check slide rails and return rollers  ,4000,40 Weeks (280 Days),,,,,,,
,Ball guides Check ball sockets and precision shafts  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 107,(1) FEEDING CONVEYOR TO THE STAR WHEEL,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Vulcolan guide rollers Clean rails. Check rollers. Adjust play if necessary.  Check parallel movement of carriages  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiters contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Belts Check couplings and condition of transmission belt tensions  ,2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,Belts Check slide rails and return rollers  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 109,(1) TURNING DEVICE,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Ball guides Lubrication  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Check heavy duty motor mountings  ,960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check that terminal boxes are correctly attached on heavy duty motors  ,2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiters contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Electrical Check condition of cable carrier sheaths check the cables inside them or on the trolleys  ,2000,20 Weeks (140 Days),,,,,,,
,Belts Check couplings and condition of transmission belt tensions  ,2000,20 Weeks (140 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,Belts Check slide rails and return rollers  ,4000,40 Weeks (280 Days),,,,,,,
,Ball guides Check ball sockets and precision shafts  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 110,(1) SETTING CONVEYOR,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Transporter bands Lubricate heavy duty belt bearings  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that the bands are correctly fitted on the drums  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check that no waste material sticks to the belt drums  ,160,2 Weeks (14 Days),,,,,,,
,Electrical Remove dust from photoelectric cells using an antistatic product  ,160,2 Weeks (14 Days),,,,,,,
,Transporter bands Check transport belt tensions  ,960,10 Weeks (70 Days),,,,,,,
,Pneumatic Circuit Clean silencers  ,960,10 Weeks (70 Days),,,,,,,
,"Pneumatic Circuit Check lubrifiers, purge filters, purge wash pots  ",960,10 Weeks (70 Days),,,,,,,
,Bearing Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,Ball and joint Lubrication  ,960,10 Weeks (70 Days),,,,,,,
,"Transporter bands Check the transporter band joints, welded belts.  ",2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check for leaks on pneumatic and hydraulic circuits  ,2000,20 Weeks (140 Days),,,,,,,
,Pneumatic Circuit Check flexible hoses & clean valve blocks  ,2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check the alignment of fixed equipment and mobile equipment (transfer platform, lifting platform, pusher,....).  ",2000,20 Weeks (140 Days),,,,,,,
,"Mechanical Check machine components in contact with the product: stops, tipper teeth,...  ",2000,20 Weeks (140 Days),,,,,,,
,"Lubrication Check gear unit, sopap and transmission unit oil levels  ",2000,20 Weeks (140 Days),,,,,,,
,"Electrical Check safety related components: stroke limiters contacts, safety units, torque limiters, gate and door contacts  ",2000,20 Weeks (140 Days),,,,,,,
,Belts Check couplings and condition of transmission belt tensions  ,2000,20 Weeks (140 Days),,,,,,,
,Transporter bands Check wear of the guide bars  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check the loose of claw  ,4000,40 Weeks (280 Days),,,,,,,
,Mechanical Check all fasteners for tightness  ,4000,40 Weeks (280 Days),,,,,,,
,Lubrication Change oil in gear units  ,4000,40 Weeks (280 Days),,,,,,,
,,,,,,,,,,
,,,,,,,,,,
01-2124 NN 2 111,(2) SANDING DRUMS,FREQUENCY (Hours),ACTUAL TIME FREQ,,,,,,,
,Mechanical Check for loose fasteners,960,10 Weeks (70 Days),,,,,,,
,Mechanical Check for unusual wear of sand slide,960,10 Weeks (70 Days),,,,,,,
